stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4,0,1,0,8,0,0
72hpf,0,0.28,0,0,0,5.07,0,1.97
21Day,0,1.11,0,1.11,0.37,1.11,0,0.37
3Month,0.1,2.5,0.73,5.3,0.1,0.1,0,0.52
22Month,1.09,3.55,0,6.29,0,0.14,0.27,0.41
