stage,Epithelial,Immune,Neuron,Secretory,Stromal
72hpf,0.85,0,6.76,0.28,0
21Day,0.74,0,5.92,0.37,0.37
3Month,0.1,0.1,0,0,0
22Month,0.27,0.14,0,0,0
