stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4,0,0,1,1,9,0
72hpf,0.85,0.28,0,0,0,0.28,0
21Day,0,0,0,0,0,0.37,0
3Month,0.31,0,0.62,0.21,0,0,0.1
22Month,1.78,0,3.28,0,0.14,0,0
