stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,3,0,0,0,6,0,1
72hpf,0,0,0,0,0,0.85,0.28,1.41
21Day,0,1.48,0,0,0,1.48,0,0.37
3Month,0.1,1.46,0,0.21,0.31,0,0,0.21
22Month,0,2.46,0.14,0.27,0,0,0,0.14
