stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,3,0,0,0
72hpf,0.28,0,0,0,0,0,0
3Month,0.31,0,0,0,0,0,0
22Month,14.07,0.27,0.27,0,0.41,0.27,0.55
