stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,1,16,0,0
72hpf,0.28,0.85,0.28,0.28,1.97,0.28,0
21Day,0,0.37,0.37,0,1.48,0,0.37
