stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,5,0,0,0,0,17,0,1
72hpf,0.28,1.69,0,0,0,0.28,4.51,0,0.56
21Day,0.37,3.33,1.85,0,1.11,0.37,1.85,0.37,1.85
3Month,1.14,30.48,0.42,3.95,5.93,0.52,1.14,0.94,3.12
22Month,0.55,14.62,0.14,0,2.19,0.41,0.68,0.82,1.09
