stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,3,0
72hpf,0,0,0,0,0.28,1.41
21Day,0.37,0,0,0.37,1.48,0.37
3Month,0.52,0.31,0.1,0.1,0,0.21
22Month,0.27,0,0,0,0,0
