stage,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0.56,0
21Day,1.11,0.37,0,0,0.37
3Month,0,0,0,0,0.52
22Month,0.82,0,0.14,0,0.41
