stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,1,1,0,0,0
72hpf,18.32,0,0.56,0,0,3.38,0,0.56,0
21Day,9.62,0,0,0.37,0.37,0.37,0.37,0.37,0.37
3Month,53.46,0.1,8.43,2.5,0.21,0.52,0,0.42,0.62
22Month,9.16,0,18.99,0.68,0.27,0.55,0.41,0.55,0
