stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,1,1,1,0,0,1
72hpf,0,0.28,0,0,0.85,0.28
21Day,0,1.11,0,0.37,1.48,0
22Month,0,0.14,0,0,0.27,0
