stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0.28,0.28,0,0,1.69,0,0,0
21Day,0,0,0,0,0,0,0.37,1.11
3Month,0,0.31,0.21,0.21,0,0,0,0.31
22Month,0,0.82,0,0.14,0,0.14,0,0
