stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,0,3,0
72hpf,1.13,0.85,0,0,0.56,26.21,0.56
21Day,1.85,0,0.37,0,0,9.99,1.11
3Month,2.91,0,0.62,0.1,0.1,0.1,0.1
