stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,1,0,0
72hpf,0,0,0,0.28,0,0
3Month,0.21,0,0.1,0.21,0,0
22Month,2.6,0.14,0,0.27,0.55,0.14
