stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,2,0,1
72hpf,0,0,0,0.56,0,0.28
21Day,0.37,0.37,0.37,0.37,0.74,0
3Month,1.66,15.08,0.42,0,0,0
22Month,0.27,0,0,0,0,0
