stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,1.97,0,0,0.28
21Day,0,0.37,0,0,0,0,0,0
3Month,0.1,4.89,0.1,0,0,0,0.21,0
22Month,0.41,7.79,0.27,0.82,0,0.14,0,0.27
