stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0
21Day,0.74,0,0,0,0.37,0,0.37,0
3Month,2.6,3.85,0.42,0.52,0.52,0,0.62,1.04
22Month,1.64,0.68,0.14,0,0.27,0.27,0,0.41
