stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0.28
21Day,0,0.37,0,6.29,0.37,0.74,0,0
3Month,0.21,1.25,0.62,9.57,0,0.1,1.46,0.1
22Month,0,3.42,0.14,5.6,0.41,0.27,0.68,0
