stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0,0
72hpf,0,0.85,0,0.28,0.28,0.28,0,0,0.56
21Day,0,0.37,0,1.11,0,0.37,0,0,0
3Month,0.1,5.2,6.24,0.42,0.31,0.42,0,0.1,0
22Month,0.14,16.26,1.23,2.19,0.27,0.55,0.96,0.14,0.14
