stage,Endothelial,Epithelial,Immune,Neuron,Secretory,Stromal
72hpf,0,0.85,0,0.56,0,0.28
21Day,0,0.37,3.33,1.85,0.37,0.37
3Month,0,1.25,0.31,0,0,0.1
22Month,0.14,4.1,0.27,0,0,0.14
