stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,63,0,0,6
72hpf,0.28,2.54,0.85,0,0.28,93.29,0.28,0.28,11.56
21Day,0,7.03,2.22,3.33,1.85,136.16,0,4.81,45.51
3Month,0,0.42,0,0.31,0,0,0,0,0.21
22Month,0,1.5,0.14,0.14,0,0,0,0,0.14
