stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,7,0,0
72hpf,0.28,0,0,0.56,0,0
21Day,0.37,0.37,0,2.22,0,0.37
3Month,0.1,0,0,0.21,0.1,0.1
22Month,0.96,0,0.14,0.27,0,0
