stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,28,257,4,0,96,26,4146,5,2,447
72hpf,8.17,211.1,21.98,0.28,18.32,40.87,1235.9,10.71,7.33,299.6
21Day,5.55,253.81,133.94,6.29,119.14,83.25,488.75,0.37,22.57,295.99
3Month,8.32,261.6,6.24,709.08,138.97,26.63,22.78,0.42,14.56,47.85
22Month,7.24,211.26,3.55,45.64,113.28,5.47,22.14,21.86,5.88,27.06
