stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,3,0,1
72hpf,0,0.28,0,0,0,0.28,0,0.56
21Day,0,0.74,0,0,0,1.85,0,1.11
3Month,0,0.62,0.62,0.1,0.1,0,0,0
22Month,0.14,1.64,0.27,0.96,0.14,0,0.14,0.14
