stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0.28,0,0,0.28,0
21Day,0,0.74,0,0,0,0
3Month,1.56,19.45,0.73,0.1,0.1,0.1
22Month,0,1.09,0.14,0,0,0
