stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,0.74,0,0,0,0,0,0.37,0.74
3Month,8.95,0.42,0.94,0.21,0.1,0,0,0.73
22Month,4.65,0.27,0.14,0.14,0,0.14,0,0.27
