stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,4,0,0,1,34,0,5
72hpf,0,0.85,0.28,0,1.13,2.82,0,0.56
21Day,0.37,0.37,0,0,5.55,0.74,0.37,2.59
3Month,0.1,0.94,0,0.94,0.42,0.1,0,0.31
22Month,0,1.91,0.27,0.27,2.19,0.14,0.27,0.82
