stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,1,2,0
72hpf,1.13,0,0,0,0.85,1.13
21Day,2.22,0,0,0.37,2.59,0.37
3Month,0.21,0.21,0.1,0,0,0
