stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,1
72hpf,0,0,0,0,0.28,13.53,0,1.41
21Day,1.11,0,0,0.74,0.37,9.62,0.74,1.85
3Month,0.42,0.21,1.46,0.21,0.21,0.42,0.1,0.1
22Month,0.68,0,0.55,0.14,0,0,0,0.14
