stage,Epithelial,Germ,Immune,Muscle,Neuron
72hpf,0,0,0,0,0.28
21Day,1.48,0,0,0,0
3Month,0.94,0.1,0.1,0.21,0
22Month,0.14,0,0.27,0,0
