stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4,0,1,0,19,0,2
72hpf,0.28,2.25,0,0.28,0.56,5.36,0,0.28
21Day,0,12.95,0,0.37,0.37,2.96,0,1.11
3Month,0,3.54,1.14,0.21,0.1,0.1,0,0
22Month,0.14,2.87,0.14,0.14,0,0,0.14,0
