stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,1,0,0,0,0
72hpf,0,0,0,0.28,0,0,0
21Day,0,0,2.22,0.37,0,0,0
3Month,1.66,5.2,3.85,0,0,0.42,0.1
22Month,2.32,1.91,4.1,0,0.14,0.14,0.68
