stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0,0.56,0,0,0.28,1.41,0
21Day,0,1.85,0,0.37,0,1.48,0.37
3Month,0.1,1.77,0.21,0.83,0.31,0,0
22Month,0,0.27,0,0.14,0.14,0,0
