stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,1,0,0
72hpf,0,0,0,0,0.56,0,0
21Day,0,0,0.37,0.37,0.37,0,0
3Month,0,0.42,0.1,0,0,0,0
22Month,0.14,3.28,0.96,0.27,0,0.14,0.27
