stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,3,0,0,1
72hpf,0,0,0,9.58,0,0,0.56
21Day,0.37,0,0.37,1.11,0,0,0.37
3Month,1.35,0.1,0.21,0,0,0,0
22Month,2.32,0.27,0.14,0,0.14,0.14,0
