stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0.85,83.43,0,0.28,3.38,0,0.28
21Day,0.37,7.03,520.94,7.03,2.22,17.02,9.99,5.92
3Month,0,0.31,2.29,0.1,0,0,0,0.1
22Month,0,0,0,0.14,0,0.14,0,0.14
