stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,1,0
72hpf,0,0.56,0.28,0,0,0,0.56,0.28
21Day,0,2.59,0,0,1.11,0,0,1.85
3Month,0,1.35,0,0,1.04,0.21,0,0.1
22Month,0.55,9.98,0.14,0.14,1.64,0,0,0.82
