stage,Epithelial,Erythroid,Immune,Neuron,Stromal
72hpf,0.56,0,0.28,0.28,0.28
21Day,0,0.37,0,0.74,0.74
3Month,0.1,0,0,0,0
22Month,0.27,0,0,0,0
