stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0
72hpf,0.28,0,0.28,0,0.28,4.79,0,0.28
21Day,0,1.11,0.37,1.11,0.37,2.59,0.37,0.74
