stage,Epithelial,Erythroid,Germ,Immune,Neuron
72hpf,0.85,0.28,0,0,9.02
21Day,0,0,0,0,5.55
3Month,0.52,0,0.1,0.1,0
22Month,0.82,0,0.14,0,0.27
