stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,3,0,0
72hpf,0.28,0,0,0,8.17,0,0.28
21Day,1.11,1.48,0.37,0.74,12.58,0.37,0.37
3Month,0.21,0,0.1,0,0,0,0
