stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,4,1
72hpf,0.85,0,0,5.92,0.28
21Day,0.37,0,0.74,5.18,0
3Month,0.62,0.1,0,0.62,0
22Month,0.14,0,0,0.27,0
