stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,2,1,0,0,1
72hpf,7.05,0.28,0,0,0,1.97,0,0,0.28
21Day,10.73,0,0,0,0,0.74,0,1.48,0.74
3Month,14.35,0,0.21,0.83,0,0.1,0,0.62,0.21
22Month,12.16,0.41,0.27,1.64,0,0,0.68,0.14,1.23
