stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,1,0,0,0,0
72hpf,0,0,0,0,0,0.28,0,0
3Month,0,2.08,0.21,0.31,0.1,0,0,0.1
22Month,0.14,2.73,0,0.41,0.14,0,0.14,0
