stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,6,0
72hpf,0,0.56,0,0.56,18.32,0.85
21Day,0,0.37,1.48,0,5.92,1.11
3Month,0,0.31,0.21,0,0.21,0.21
22Month,0.14,1.09,0.14,0,0.27,0.14
