stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,12,2,0,0,2
72hpf,0.56,0.28,0,0,7.05,4.79,0,0,1.41
21Day,2.22,0.74,0,0.74,8.88,2.22,0,0.37,1.85
3Month,0.52,0,0.21,0.21,0,0,0,0,0
22Month,1.91,0,0,0.27,0,0.14,0.41,0,0.14
