stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,163,7,0,1
72hpf,0.28,1.13,0.85,0,0,105.13,7.33,0,2.25
21Day,0.74,3.7,1.11,0.37,2.96,99.9,2.96,1.11,2.59
3Month,0,2.7,0,0.52,1.98,0.73,0,0.1,0
22Month,0.14,2.19,0,1.37,0.27,0.14,0,0,0.27
