stage,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,0,0,0,1.69,0
21Day,0,0,0.74,0.37,0
3Month,0.21,2.91,0,0,0.1
22Month,0.96,2.32,0,0,0.14
