stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,20,0,0,0,0
72hpf,0.56,0.28,0,1.13,0,0.56,0,0
21Day,0.74,0.37,0,2.22,0,0.37,0.37,0.74
3Month,2.5,0,0.21,10.4,0.31,0.21,0,0.42
22Month,3.69,0.14,0.68,9.84,0,0,0.14,0.68
