stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,0,1
72hpf,0,0,0,0,0,1.41,0,0
21Day,0,0.37,0.37,0,0,0.37,0,0.37
3Month,0,0.73,0.21,0.1,0,0,0,0
22Month,0.14,6.7,0.82,1.23,0.14,0,0.27,0.41
