stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,2,0,0,0
72hpf,0,0,0,0,0.28,0,0,0.56
21Day,1.11,0,0,0.37,0,0,0,0
3Month,1.25,2.91,0.52,0.21,0.1,0,0.1,0
22Month,1.5,4.51,0.27,0,0,0.14,0,0.55
