stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,0.56,0,0,0,0,0
21Day,0.74,0,0,0,0.37,0
3Month,1.04,0.1,0,0,0,0.1
22Month,1.5,0,0.14,0,0,0
