stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
72hpf,0,0.28,0,0.56,0,0.85,0
21Day,0,0,0,9.25,0,0.74,0
3Month,0,0.62,0.31,16.54,0.1,0.1,0.21
22Month,0.14,0.68,0,7.79,0.27,0,0
