stage,Epithelial,Erythroid,Germ,Immune,Neuron
24hpf,0,0,0,0,3
72hpf,0.56,0,0,0,0
21Day,1.85,0.37,0,0,1.11
3Month,8.22,0,0.1,0.21,0
22Month,0.14,0,0,0.27,0
