stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,1,0,0,0,0
72hpf,0,0,0.28,0,0.56,0,1.13,0,0.56
21Day,0,0.37,2.96,0,3.33,0,0.74,0,0.37
3Month,0,1.25,2.5,0.21,1.98,0.1,0,0,0.42
22Month,0.41,0.41,1.5,0,3.14,0,0.14,0.27,0
