stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
72hpf,6.76,0,0,2.82,0,0
21Day,1.11,0,0.37,1.11,0.37,0.37
3Month,0.1,0.21,0,0,0,0.1
22Month,0.27,0,0,0,0,0
