stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4,0,0
72hpf,0,0,0,4.23,0,0
21Day,0.37,0,0.74,1.11,0.37,0.37
3Month,0.31,0.1,0.1,0,0,0
