stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,1,0,0,5,1
72hpf,0,0.85,0,0,0.28,3.1,0.28
21Day,0,1.48,0.37,0,0,2.96,0.74
3Month,0,0.31,0,0.21,0.1,0,0
22Month,0.14,0.68,0,0.27,0,0,0
