stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,1,9,1
72hpf,0.56,0.85,0.28,0,0.85,0.85,11.56,3.66
21Day,0,1.11,0,0,1.85,0.37,3.33,1.85
3Month,0,1.56,0,0.1,0.83,0.52,0,0.52
22Month,0.41,1.78,0.14,0,0.27,0,0,0.27
