stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,2,0,0,0,14,2
72hpf,0.28,0,0,0.28,4.51,0
21Day,2.96,0,0.74,0,1.11,0.74
3Month,0.73,0.21,0.21,0.1,0,0.1
22Month,0.68,0,0,0,0,0
