stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,3.38,0,0,0.28
21Day,0.74,0,0,1.85,0,0.37,0
3Month,1.35,5.3,0.31,0.21,0,0.21,0.62
22Month,1.37,0.82,0,0,0.14,0,0.14
