stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,0,0,0
72hpf,1.13,0,0,0,0,0.56,0.28
21Day,1.85,0.37,0,0,0.37,0,2.96
3Month,1.46,0,15.39,0.31,0,0.1,0
22Month,0.27,0,0.82,0,0,0,0
