stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
21Day,0,0.37,0,0,0,0,0
3Month,1.25,17.99,0.42,0,0.1,0,0.21
22Month,1.09,5.74,0.55,0.27,0.27,0.14,0.27
