stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,1,0,0,0,0,0
21Day,0,0,0,0.37,0.37,0
3Month,0.62,4.58,0.1,0,0,0.1
22Month,0.82,0.14,0,0,0,0
